Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink;LCD screen protector;Contoso, Ltd;Contoso;Econômico;2,42;0.0;2506;33
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White;LCD screen protector;Contoso, Ltd;Contoso;Econômico;2,42;0.0;2507;33
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver;LCD screen protector;Contoso, Ltd;Contoso;Econômico;2,42;0.0;2508;33
Contoso Original K1m Li-Ion Standard Battery E170 Black;Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies;Contoso, Ltd;Contoso;Econômico;2,07;0.0;2509;33
Contoso Original K1m Li-Ion Standard Battery E170 White;Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies;Contoso, Ltd;Contoso;Econômico;2,07;0.0;2510;33
Contoso Original K1m Li-Ion Standard Battery E170 Silver;Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies;Contoso, Ltd;Contoso;Econômico;2,07;0.0;2511;33
Contoso Bluetooth Active Headphones L15 Black;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;Contoso, Ltd;Contoso;Luxo;43,07;0.0;2512;33
Contoso Bluetooth Active Headphones L15 Red;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;Contoso, Ltd;Contoso;Luxo;43,07;0.0;2513;33
Contoso Bluetooth Active Headphones L15 White;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;Contoso, Ltd;Contoso;Luxo;43,07;0.0;2514;33
Contoso In-Line Coupler E180 White;Designed for new modular, different location without;Contoso, Ltd;Contoso;Econômico;1,71;0.0;2515;33
Contoso In-Line Coupler E180 Black;Designed for new modular, different location without;Contoso, Ltd;Contoso;Econômico;1,71;0.0;2516;33
Contoso In-Line Coupler E180 Silver;Designed for new modular, different location without;Contoso, Ltd;Contoso;Econômico;1,71;0.0;2517;33
Contoso 8GB Super-Slim MP3/Video Player M800 White;"2"" color LCD, Touchpad, Plays music, video, photos and text";Contoso, Ltd;Contoso;Regular;50,56;0.0;16;1
Contoso 8GB Super-Slim MP3/Video Player M800 Red;"2"" color LCD, Touchpad, Plays music, video, photos and text";Contoso, Ltd;Contoso;Regular;50,56;0.0;17;1
Contoso 8GB Super-Slim MP3/Video Player M800 Green;"2"" color LCD, Touchpad, Plays music, video, photos and text";Contoso, Ltd;Contoso;Regular;50,56;0.0;18;1
Contoso 8GB Super-Slim MP3/Video Player M800 Pink;"2"" color LCD, Touchpad, Plays music, video, photos and text";Contoso, Ltd;Contoso;Regular;50,56;0.0;19;1
Contoso 8GB MP3 Player new model M820 Black;2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG;Contoso, Ltd;Contoso;Regular;61,62;147.4;20;1
Contoso 8GB MP3 Player new model M820 Blue;2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG;Contoso, Ltd;Contoso;Regular;61,62;147.4;21;1
Contoso 8GB MP3 Player new model M820 Yellow;2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG;Contoso, Ltd;Contoso;Regular;61,62;147.4;22;1
Contoso 8GB MP3 Player new model M820 White;2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG;Contoso, Ltd;Contoso;Regular;61,62;147.4;23;1
Contoso 16GB Mp5 Player M1600 Blue;"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV";Contoso, Ltd;Contoso;Regular;91,93;0.0;24;1
Contoso 16GB Mp5 Player M1600 Black;"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV";Contoso, Ltd;Contoso;Regular;91,93;0.0;25;1
Contoso 16GB Mp5 Player M1600 Green;"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV";Contoso, Ltd;Contoso;Regular;91,93;0.0;26;1
Contoso 16GB Mp5 Player M1600 White;"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV";Contoso, Ltd;Contoso;Regular;91,93;0.0;27;1
Contoso 16GB Mp5 Player M1600 Red;"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV";Contoso, Ltd;Contoso;Regular;91,93;0.0;28;1
Contoso 32GB Video MP3 Player M3200 White;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;280.5;29;1
Contoso 32GB Video MP3 Player M3200 Red;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;280.5;30;1
Contoso 32GB Video MP3 Player M3200 Orange;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;280.5;31;1
Contoso 32GB Video MP3 Player M3200 Pink;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;280.5;32;1
Contoso 32GB Video MP3 Player M3200 Black;4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life;Contoso, Ltd;Contoso;Regular;84,49;280.5;33;1
Contoso 4GB Portable MP3 Player M450 Black;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;0.0;34;1
Contoso 4GB Portable MP3 Player M450 White;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;0.0;35;1
Contoso 4GB Portable MP3 Player M450 Yellow;4GB built in memory, USB driver and earphone, play MP3, WMA;Contoso, Ltd;Contoso;Regular;48,92;0.0;36;1
Contoso 16GB New Generation MP5 Player M1650 Silver;2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF;Contoso, Ltd;Contoso;Regular;106,69;255.20000000000002;41;1
Contoso 16GB New Generation MP5 Player M1650 White;2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF;Contoso, Ltd;Contoso;Regular;106,69;255.20000000000002;42;1
Contoso 16GB New Generation MP5 Player M1650 Black;2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF;Contoso, Ltd;Contoso;Regular;106,69;255.20000000000002;43;1
Contoso 16GB New Generation MP5 Player M1650 blue;2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF;Contoso, Ltd;Contoso;Regular;106,69;255.20000000000002;44;1
Contoso 16GB New Generation MP5 Player M1650 Pink;2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF;Contoso, Ltd;Contoso;Regular;106,69;255.20000000000002;45;1
Contoso Home Theater System 2.1 Channel M1210 Black;2.1 channel home theater systems, includes 2 front speakers, 1 subwoofer and 1 A/V receiver;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;241;11
Contoso Home Theater System 7.1 Channel M1700 Black;660 watts into 7.1 channels;Contoso, Ltd;Contoso;Regular;294,54;977.9000000000001;242;11
Contoso Home Theater System 4.1 Channel M1400 Black;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;449.90000000000003;243;11
Contoso Home Theater System 5.1 Channel M1500 Black;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;197,28;471.90000000000003;244;11
Contoso Home Theater System 5.1 Channel M1510 Black;300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more;Contoso, Ltd;Contoso;Regular;224,87;537.9000000000001;245;11
Contoso Home Theater System 4.1 Channel M1410 Black;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;246;11
Contoso Home Theater System 5.1 Channel M1520 Black;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;155,89;372.90000000000003;247;11
Contoso Home Theater System 5.1 Channel M1530 Black;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,49;438.90000000000003;248;11
Contoso Home Theater System 5.1 Channel M1540 Black;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;243,27;581.9000000000001;250;11
Contoso Home Theater System 4.1 Channel M1420 Black;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;528.0;251;11
Contoso Home Theater System 2.1 Channel M1230 Black;2.1 channel home theater system, includes 2 front speakers and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,54;396.00000000000006;252;11
Contoso Home Theater System 2.1 Channel M1210 Silver;2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;254;11
Contoso Home Theater System 7.1 Channel M1700 Silver;660 watts into 7.1 channels;Contoso, Ltd;Contoso;Regular;294,54;977.9000000000001;255;11
Contoso Home Theater System 4.1 Channel M1400 Silver;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;449.90000000000003;256;11
Contoso Home Theater System 5.1 Channel M1500 Silver;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;197,28;471.90000000000003;257;11
Contoso Home Theater System 5.1 Channel M1510 Silver;300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more;Contoso, Ltd;Contoso;Regular;224,87;537.9000000000001;258;11
Contoso Home Theater System 4.1 Channel M1410 Silver;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;259;11
Contoso Home Theater System 5.1 Channel M1520 Silver;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;155,89;372.90000000000003;260;11
Contoso Home Theater System 5.1 Channel M1530 Silver;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,49;438.90000000000003;261;11
Contoso Home Theater System 5.1 Channel M1540 Silver;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;243,27;581.9000000000001;263;11
Contoso Home Theater System 4.1 Channel M1420 Silver;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;528.0;264;11
Contoso Home Theater System 2.1 Channel M1230 Silver;2.1 channel home theater system, includes 2 front speakers and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,54;396.00000000000006;265;11
Contoso Home Theater System 2.1 Channel M1210 White;2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;267;11
Contoso Home Theater System 7.1 Channel M1700 White;660 watts into 7.1 channels;Contoso, Ltd;Contoso;Regular;294,54;977.9000000000001;268;11
Contoso Home Theater System 4.1 Channel M1400 White;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;449.90000000000003;269;11
Contoso Home Theater System 5.1 Channel M1500 White;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;197,28;471.90000000000003;270;11
Contoso Home Theater System 5.1 Channel M1510 White;300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more;Contoso, Ltd;Contoso;Regular;224,87;537.9000000000001;271;11
Contoso Home Theater System 4.1 Channel M1410 White;4.1 channel fronts surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;272;11
Contoso Home Theater System 5.1 Channel M1520 White;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;155,89;372.90000000000003;273;11
Contoso Home Theater System 5.1 Channel M1530 White;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,49;438.90000000000003;274;11
Contoso Home Theater System 5.1 Channel M1540 White;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;243,27;581.9000000000001;276;11
Contoso Home Theater System 4.1 Channel M1420 White;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;528.0;277;11
Contoso Home Theater System 2.1 Channel M1230 White;2.1 channel home theater system, includes 2 front speakers and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,54;396.00000000000006;278;11
Contoso Home Theater System 2.1 Channel M1210 Brown;2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;280;11
Contoso Home Theater System 7.1 Channel M1700 Brown;660 watts into 7.1 channels;Contoso, Ltd;Contoso;Regular;294,54;977.9000000000001;281;11
Contoso Home Theater System 4.1 Channel M1400 Brown;4.1 channel front surround, 1080p/720p up conversion from DVD or USB;Contoso, Ltd;Contoso;Regular;208,52;449.90000000000003;282;11
Contoso Home Theater System 5.1 Channel M1500 Brown;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;197,28;471.90000000000003;283;11
Contoso Home Theater System 5.1 Channel M1510 Brown;300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more;Contoso, Ltd;Contoso;Regular;224,87;537.9000000000001;284;11
Contoso Home Theater System 4.1 Channel M1410 Brown;4.1 Channel Front Surround, USB host, analog in, optical digital in/out;Contoso, Ltd;Contoso;Regular;167,73;361.90000000000003;285;11
Contoso Home Theater System 5.1 Channel M1520 Brown;1000 watts over 5 channels, 1 center-channel speaker;Contoso, Ltd;Contoso;Regular;155,89;372.90000000000003;286;11
Contoso Home Theater System 5.1 Channel M1530 Brown;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,49;438.90000000000003;287;11
Contoso Home Theater System 5.1 Channel M1540 Brown;1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer;Contoso, Ltd;Contoso;Regular;243,27;581.9000000000001;289;11
Contoso Home Theater System 4.1 Channel M1420 Brown;4.1 channel front surround;Contoso, Ltd;Contoso;Regular;244,72;528.0;290;11
Contoso Home Theater System 2.1 Channel M1230 Brown;2.1 channel home theater systems, includes 2 front speakers and 1 subwoofer;Contoso, Ltd;Contoso;Regular;183,54;396.00000000000006;291;11
Contoso SLR Camera M145 Blue;Digital camera - SLR with live view mode, 5.1 in x 2.1 in x 3.6 in, 13.2 oz;Contoso, Ltd;Contoso;Regular;157,73;377.3;1102;24
"Contoso SLR Camera 35"" M358 Blue";Digital camera  SLR, 4.8 in x 2.7 in x 3.6 in, 1.1 lbs;Contoso, Ltd;Contoso;Regular;164,63;393.8;1103;24
Contoso SLR Camera X146 Orange;Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;141,47;469.70000000000005;1104;24
"Contoso SLR Camera 35"" X358 Orange";Digital camera  SLR, 4.5 in x 2.5 in x 3.4 in, 1.2 lbs;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1105;24
"Contoso SLR Camera 35"" M358 Orange";Digital camera  SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz;Contoso, Ltd;Contoso;Regular;164,63;393.8;1107;24
Contoso Pen Touch Screen Phones M320 Black;Up to 288 hours (12 days) of standby time, what's in the box: handset, battery, charger, 1 GB Micro SD memory card, USB cable, wired stereo hands free headset, quick start guide;Contoso, Ltd;Contoso;Regular;133,36;319.0;1466;31
Contoso Sharp Touch Screen Phones M910 Black;Micro SD expansion to 16 GB, access to personal email and instant messaging;Contoso, Ltd;Contoso;Regular;138,42;331.1;1467;31
Contoso Touch Screen Phones 5-Wire/Built-in M500 Black;Bluetooth stereo music, Micro SD expansion to 8 GB, access to personal email and instant messaging;Contoso, Ltd;Contoso;Regular;117,73;281.6;1459;31
Contoso Touch Screen Phones Infrared M901 Black;Up to 5 hours of talk time, up to 240 hours (10 days) of standby time;Contoso, Ltd;Contoso;Regular;137,96;330.0;1460;31
Contoso Touch Screen Phones Capacitive M908 Black;What's in the box: handset, battery, charger, user manual;Contoso, Ltd;Contoso;Regular;141,64;338.8;1461;31
Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black;Up to 288 hours (12 days) of standby time, whats in the box: handset, battery, charger, 1 GB Micro SD memory card, USB cable, wired stereo hands free headset, quick start guide;Contoso, Ltd;Contoso;Regular;123,24;294.8;1462;31
Contoso Touch Screen Phones SAW/On-wall M806 Black;Micro SD expansion to 16 GB, access to personal email and instant messaging;Contoso, Ltd;Contoso;Regular;134,74;322.3;1463;31
Contoso Touch Screen Phones 5-Wire/On-wall M508 Black;Up to 5 hours of talk time, up to 240 hours (10 days) of standby time;Contoso, Ltd;Contoso;Regular;118,65;283.8;1464;31
Contoso Projector 720p M620 Black;720p high definition performance with 10,000:1 contrast ratio;Contoso, Ltd;Contoso;Regular;321,44;768.9000000000001;577;19
Contoso Projector 720p M621 Black;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Contoso, Ltd;Contoso;Regular;459,4;1098.9;578;19
Contoso Projector 480p M480 Black;High brightness, 1300 ANSI lumen light output, remote control;Contoso, Ltd;Contoso;Regular;116,75;251.90000000000003;579;19
Contoso Projector 480p M481 Black;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Contoso, Ltd;Contoso;Regular;254,4;548.9000000000001;580;19
Contoso Screen 125in M250 Black;16:9 aspect ratios - 125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;504.90000000000003;581;19
Contoso Screen 113in M251 Black;16:9 aspect ratios-113in, dual wall and ceiling-perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;328.90000000000003;582;19
Contoso Screen 106in M060 Black;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;276.1;583;19
Contoso Projector 720p M620 White;720p high definition performance with 10,000:1 contrast ratio;Contoso, Ltd;Contoso;Regular;321,44;768.9000000000001;589;19
Contoso Projector 720p M621 White;Native 720p resolution, 1700 ANSI lumens,2500:1 contrast ratio, up to 3000 hours lamp life;Contoso, Ltd;Contoso;Regular;459,4;1098.9;590;19
Contoso Projector 480p M480 White;High brightness, 1300 ANSI lumen light output, remote control;Contoso, Ltd;Contoso;Regular;116,75;251.90000000000003;591;19
Contoso Projector 480p M481 White;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Contoso, Ltd;Contoso;Regular;254,4;548.9000000000001;592;19
Contoso Screen 125in M250 White;16:9 aspect ratios-125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;504.90000000000003;593;19
Contoso Screen 113in M251 White;16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;328.90000000000003;594;19
Contoso Screen 106in M060 White;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;276.1;595;19
Contoso Projector 720p M620 Silver;720p high definition performance with 10,000:1 contrast ratio;Contoso, Ltd;Contoso;Regular;321,44;768.9000000000001;601;19
Contoso Projector 720p M621 Silver;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Contoso, Ltd;Contoso;Regular;459,4;1098.9;602;19
Contoso Projector 480p M480 Silver;High brightness, 1300 ANSI lumen light output, remote control;Contoso, Ltd;Contoso;Regular;116,75;251.90000000000003;603;19
Contoso Projector 480p M481 Silver;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Contoso, Ltd;Contoso;Regular;254,4;548.9000000000001;604;19
Contoso Screen 125in M250 Silver;16:9 aspect ratio-125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;504.90000000000003;605;19
Contoso Screen 113in M251 Silver;16:9 aspect ratio-113in, dual wall and ceiling-perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;328.90000000000003;606;19
Contoso Screen 106in M060 Silver;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;276.1;607;19
"Contoso SLR Camera 35"" X358 Black";Choice of data storage options -- accepts compact flash type I & II, UDMA, micro drives, and XD-picture cards digital 14-42mm F3.5-5.6 lens;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1077;24
"Contoso SLR Camera 35"" M358 Black";8 digital-variable program automatic shooting modes;Contoso, Ltd;Contoso;Regular;164,63;393.8;1079;24
"Contoso SLR Camera 35"" X358 Silver";Powerful megapixel live-MOS sensor;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1081;24
"Contoso SLR Camera 35"" M358 Silver";4.8 In x 2.7 in x 3.6 in, 1.1 lbs;Contoso, Ltd;Contoso;Regular;164,63;393.8;1083;24
"Contoso SLR Camera 35"" X358 Grey";Shoot at up to 2.5 frames per second, capturing high-quality action sequences of children in sporting activities such as soccer;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1085;24
"Contoso SLR Camera 35"" M358 Grey";Compact flash type I/II, micro drive;Contoso, Ltd;Contoso;Regular;164,63;393.8;1087;24
"Contoso SLR Camera 35"" X358 Silver Grey";Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1089;24
Contoso SLR Camera M144 Silver Grey;Digital camera - SLR with live view mode, 5 in x 2.4 in x 3.9 in, 15.9 oz;Contoso, Ltd;Contoso;Regular;152,68;365.20000000000005;1090;24
"Contoso SLR Camera 35"" M358 Silver Grey";5 in x 2.4 in x 3.9 in. 15.9 oz. Digital camera - SLR with Live View mode;Contoso, Ltd;Contoso;Regular;164,63;393.8;1091;24
"Contoso SLR Camera 35"" X358 Gold";Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1093;24
Contoso SLR Camera M144 Gold;Digital camera - SLR with live view mode, 5.1 in x 2.4 in x 3.9 in, 16.8 oz;Contoso, Ltd;Contoso;Regular;152,68;365.20000000000005;1094;24
"Contoso SLR Camera 35"" M358 Gold";Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;164,63;393.8;1095;24
"Contoso SLR Camera 35"" X358 Pink";Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1097;24
Contoso SLR Camera M145 Pink;Optical - fixed eye-level pen, LCD display;Contoso, Ltd;Contoso;Regular;157,73;377.3;1098;24
"Contoso SLR Camera 35"" M358 Pink";Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;164,63;393.8;1099;24
"Contoso SLR Camera 35"" X358 Blue";Digital camera - SLR with live view mode;Contoso, Ltd;Contoso;Regular;188,19;624.8000000000001;1101;24
Contoso DVD Player M100 Black;Exceeds ENERGY STAR standards, Multi-brand TV remote control;Contoso, Ltd;Contoso;Regular;26,21;0.0;1616;35
Contoso DVD Player M110 Silver;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;26,67;0.0;1617;35
Contoso DVD Player M120 White;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;27,13;0.0;1618;35
Contoso DVD Player M130 Grey;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;27,59;0.0;1619;35
Contoso DVD Player M140 Gold;Exceeds ENERGY STAR standards, multi -brand TV remote control;Contoso, Ltd;Contoso;Regular;28,05;0.0;1620;35
Contoso DVD 48 DVD Storage Binder M50 Black;Gift-wrapping is not available for this item;Contoso, Ltd;Contoso;Regular;8,27;0.0;1627;35
Contoso DVD 58 DVD Storage Binder M55 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;6,39;0.0;1628;35
Contoso DVD 55DVD Storage Binder M56 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;5,82;0.0;1631;35
Contoso DVD 48 DVD Storage Binder M50 Silver;Gift-wrapping is not available for this item;Contoso, Ltd;Contoso;Regular;8,27;0.0;1632;35
Contoso DVD 58 DVD Storage Binder M55 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;6,39;0.0;1633;35
Contoso DVD 55DVD Storage Binder M56 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;5,82;0.0;1636;35
Contoso DVD 48 DVD Storage Binder M50 Red;Gift-wrapping is not available for this item;Contoso, Ltd;Contoso;Regular;8,27;0.0;1637;35
Contoso DVD 58 DVD Storage Binder M55 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;6,39;0.0;1638;35
Contoso DVD 55DVD Storage Binder M56 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;5,82;0.0;1641;35
Contoso DVD External DVD Burner M200 Black;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;0.0;1642;35
Contoso DVD External DVD Burner M200 Grey;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;0.0;1643;35
Contoso DVD External DVD Burner M200 Blue;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;0.0;1644;35
Contoso DVD External DVD Burner M200 Silver;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;0.0;1645;35
Contoso DVD 9-Inch Player Portable M300 Black;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;73,57;0.0;1646;35
Contoso DVD 12-Inch Player Portable M400 Black;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;82,77;0.0;1647;35
Contoso DVD 9-Inch Player Portable M300 Silver;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;73,57;0.0;1651;35
Contoso DVD 12-Inch Player Portable M400 Silver;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;82,77;0.0;1652;35
Contoso DVD 9-Inch Player Portable M300 White;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;73,57;0.0;1656;35
Contoso DVD 12-Inch Player Portable M400 White;6-hour rechargeable battery, 180-degree swivel and flip screen;Contoso, Ltd;Contoso;Regular;82,77;0.0;1657;35
WWI 4GB Video Recording Pen X200 Black;640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording;Wide World Importers;Wide World Importers;Luxo;98,07;325.6;53;4
WWI 4GB Video Recording Pen X200 Red;640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording;Wide World Importers;Wide World Importers;Luxo;98,07;325.6;54;4
WWI 4GB Video Recording Pen X200 Pink;640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording;Wide World Importers;Wide World Importers;Luxo;98,07;325.6;55;4
